Journal Title,e-ISSN ,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
NeuroToxicology,0161-813X,Hybrid,Y,,,Elsevier,2023-2025
Neurotoxicology and Teratology,0892-0362,Hybrid,Y,,,Elsevier,2023-2025
New Astronomy,1384-1076,Hybrid,Y,,,Elsevier,2023-2025
New Astronomy Reviews,1387-6473,Hybrid,Y,,,Elsevier,2023-2025
New Ideas in Psychology,0732-118X,Hybrid,Y,,,Elsevier,2023-2025
Next Research,3050-4759,Hybrid,Y,,,Elsevier,2023-2025
Nitric Oxide,1089-8603,Hybrid,Y,,,Elsevier,2023-2025
Nonlinear Analysis,0362-546X,Hybrid,Y,,,Elsevier,2023-2025
Nonlinear Analysis: Hybrid Systems,1751-570X,Hybrid,Y,,,Elsevier,2023-2025
Nonlinear Analysis: Real World Applications,1468-1218,Hybrid,Y,,,Elsevier,2023-2025
Nonlinear Science,3050-5178,Hybrid,Y,,,Elsevier,2023-2025
NPG Neurologie - Psychiatrie - Gériatrie,1627-4830,Hybrid,Y,,,Elsevier,2023-2025
Nuclear Data Sheets,0090-3752,Hybrid,Y,,,Elsevier,2023-2025
Nuclear Engineering and Design,0029-5493,Hybrid,Y,,,Elsevier,2023-2025
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0168-9002,Hybrid,Y,,,Elsevier,2023-2025
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168-583X,Hybrid,Y,,,Elsevier,2023-2025
Nuclear Medicine and Biology,0969-8051,Hybrid,Y,,,Elsevier,2023-2025
Nuclear Physics A,0375-9474,Hybrid,Y,,,Elsevier,2023-2025
Nurse Education in Practice,1471-5953,Hybrid,Y,,,Elsevier,2023-2025
Nurse Education Today,0260-6917,Hybrid,Y,,,Elsevier,2023-2025
Nurse Leader,1541-4612,Hybrid,Y,,,Elsevier,2023-2025
Nursing for Women's Health,1751-4851,Hybrid,Y,,,Elsevier,2023-2025
Nursing Outlook,0029-6554,Hybrid,Y,,,Elsevier,2023-2025
Nutrition,0899-9007,Hybrid,Y,,,Elsevier,2023-2025
Nutrition Clinique et Métabolisme,0985-0562,Hybrid,Y,,,Elsevier,2023-2025
Nutrition Research,0271-5317,Hybrid,Y,,,Elsevier,2023-2025
"Nutrition, Metabolism & Cardiovascular Diseases",0939-4753,Hybrid,Y,,,Elsevier,2023-2025
Obesity Medicine,2451-8476,Hybrid,Y,,,Elsevier,2023-2025
Obesity Research & Clinical Practice,1871-403X,Hybrid,Y,,,Elsevier,2023-2025
Ocean & Coastal Management,0964-5691,Hybrid,Y,,,Elsevier,2023-2025
Ocean Engineering,0029-8018,Hybrid,Y,,,Elsevier,2023-2025
Ocean Modelling,1463-5003,Hybrid,Y,,,Elsevier,2023-2025
Omega,0305-0483,Hybrid,Y,,,Elsevier,2023-2025
Online Social Networks and Media,2468-6964,Hybrid,Y,,,Elsevier,2023-2025
Operations Research Letters,0167-6377,Hybrid,Y,,,Elsevier,2023-2025
"Operations Research, Data Analytics and Logistics ",3050-7847,Hybrid,Y,,,Elsevier,2023-2025
Operative Techniques in Orthopaedics,1048-6666,Hybrid,Y,,,Elsevier,2023-2025
Operative Techniques in Otolaryngology - Head and Neck Surgery,1043-1810,Hybrid,Y,,,Elsevier,2023-2025
Operative Techniques in Sports Medicine,1060-1872,Hybrid,Y,,,Elsevier,2023-2025
Operative Techniques in Thoracic and Cardiovascular Surgery,1522-2942,Hybrid,Y,,,Elsevier,2023-2025
Ophthalmology,0161-6420,Hybrid,Y,,,Elsevier,2023-2025
Ophthalmology Glaucoma,2589-4196,Hybrid,Y,,,Elsevier,2023-2025
Ophthalmology Retina,2468-6530,Hybrid,Y,,,Elsevier,2023-2025
Optical Fiber Technology,1068-5200,Hybrid,Y,,,Elsevier,2023-2025
Optical Materials,0925-3467,Hybrid,Y,,,Elsevier,2023-2025
Optical Switching and Networking,1573-4277,Hybrid,Y,,,Elsevier,2023-2025
Optics & Laser Technology,0030-3992,Hybrid,Y,,,Elsevier,2023-2025
Optics and Lasers in Engineering,0143-8166,Hybrid,Y,,,Elsevier,2023-2025
Optics Communications,0030-4018,Hybrid,Y,,,Elsevier,2023-2025
Optik,0030-4026,Hybrid,Y,,,Elsevier,2023-2025
Oral Oncology,1368-8375,Hybrid,Y,,,Elsevier,2023-2025
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",2212-4403,Hybrid,Y,,,Elsevier,2023-2025
Ore and Energy Resource Geology,2666-2612,Hybrid,Y,,,Elsevier,2023-2025
Organic Electronics,1566-1199,Hybrid,Y,,,Elsevier,2023-2025
Organic Geochemistry,0146-6380,Hybrid,Y,,,Elsevier,2023-2025
Organizational Behavior and Human Decision Processes,0749-5978,Hybrid,Y,,,Elsevier,2023-2025
Organizational Dynamics,0090-2616,Hybrid,Y,,,Elsevier,2023-2025
Orthopaedics & Traumatology: Surgery & Research,1877-0568,Hybrid,Y,,,Elsevier,2023-2025
Osteoarthritis and Cartilage,1063-4584,Hybrid,Y,,,Elsevier,2023-2025
Osteopathische Medizin,1615-9071,Hybrid,Y,,,Elsevier,2023-2025
Pacific-Basin Finance Journal,0927-538X,Hybrid,Y,,,Elsevier,2023-2025
Paediatric Respiratory Reviews,1526-0542,Hybrid,Y,,,Elsevier,2023-2025
Pain Management Nursing,1524-9042,Hybrid,Y,,,Elsevier,2023-2025
"Palaeogeography, Palaeoclimatology, Palaeoecology",0031-0182,Hybrid,Y,,,Elsevier,2023-2025
Palaeoworld,1871-174X,Hybrid,Y,,,Elsevier,2023-2025
Pancreatology,1424-3903,Hybrid,Y,,,Elsevier,2023-2025
Parallel Computing,0167-8191,Hybrid,Y,,,Elsevier,2023-2025
Parasitology International,1383-5769,Hybrid,Y,,,Elsevier,2023-2025
Parkinsonism & Related Disorders,1353-8020,Hybrid,Y,,,Elsevier,2023-2025
Particuology,1674-2001,Hybrid,Y,,,Elsevier,2023-2025
Pathology,0031-3025,Hybrid,Y,,,Elsevier,2023-2025
Pathology - Research and Practice,0344-0338,Hybrid,Y,,,Elsevier,2023-2025
Patient Education and Counseling,0738-3991,Hybrid,Y,,,Elsevier,2023-2025
Pattern Recognition,0031-3203,Hybrid,Y,,,Elsevier,2023-2025
Pattern Recognition Letters,0167-8655,Hybrid,Y,,,Elsevier,2023-2025
Peace and Sustainability,2950-6425,Hybrid,Y,,,Elsevier,2023-2025
Pediatric Dental Journal,0917-2394,Hybrid,Y,,,Elsevier,2023-2025
Pediatric Neurology,0887-8994,Hybrid,Y,,,Elsevier,2023-2025
Pedobiologia,0031-4056,Hybrid,Y,,,Elsevier,2023-2025
Peptides,0196-9781,Hybrid,Y,,,Elsevier,2023-2025
Perfectionnement en Pédiatrie,2588-932X,Hybrid,Y,,,Elsevier,2023-2025
Performance Enhancement & Health,2211-2669,Hybrid,Y,,,Elsevier,2023-2025
Performance Evaluation,0166-5316,Hybrid,Y,,,Elsevier,2023-2025
Perioperative Care and Operating Room Management,2405-6030,Hybrid,Y,,,Elsevier,2023-2025
Personality and Individual Differences,0191-8869,Hybrid,Y,,,Elsevier,2023-2025
Personalized Medicine in Psychiatry,2468-1717,Hybrid,Y,,,Elsevier,2023-2025
"Perspectives in Plant Ecology, Evolution and Systematics",1433-8319,Hybrid,Y,,,Elsevier,2023-2025
Pervasive and Mobile Computing,1574-1192,Hybrid,Y,,,Elsevier,2023-2025
Pesticide Biochemistry and Physiology,0048-3575,Hybrid,Y,,,Elsevier,2023-2025
Pharmacological Research,1043-6618, Gold,N,APC discount available,,Elsevier,2023-2025
Pharmacological Research - Natural Products,2950-1997,Hybrid,Y,,,Elsevier,2023-2025
Pharmacological Research - Reports,2950-2004,Hybrid,Y,,,Elsevier,2023-2025
Pharmacological Reviews,0031-6997,Hybrid,Y,,,Elsevier,2023-2025
Pharmacology & Therapeutics,0163-7258,Hybrid,Y,,,Elsevier,2023-2025
Pharmacology Biochemistry and Behavior,0091-3057,Hybrid,Y,,,Elsevier,2023-2025
PharmaNutrition,2213-4344,Hybrid,Y,,,Elsevier,2023-2025
Photodiagnosis and Photodynamic Therapy,1572-1000, Gold,N,APC discount available,,Elsevier,2023-2025
Photonics and Nanostructures - Fundamentals and Applications,1569-4410,Hybrid,Y,,,Elsevier,2023-2025
Physica A: Statistical Mechanics and its Applications,0378-4371,Hybrid,Y,,,Elsevier,2023-2025
Physica B: Condensed Matter,0921-4526,Hybrid,Y,,,Elsevier,2023-2025
Physica C: Superconductivity and its Applications,0921-4534,Hybrid,Y,,,Elsevier,2023-2025
Physica D: Nonlinear Phenomena,0167-2789,Hybrid,Y,,,Elsevier,2023-2025
Physica E: Low-Dimensional Systems and Nanostructures,1386-9477,Hybrid,Y,,,Elsevier,2023-2025
Physica Medica,1120-1797,Hybrid,Y,,,Elsevier,2023-2025
Physical Communication,1874-4907,Hybrid,Y,,,Elsevier,2023-2025
Physical Therapy in Sport,1466-853X,Hybrid,Y,,,Elsevier,2023-2025
"Physics and Chemistry of the Earth, Parts A/B/C",1474-7065,Hybrid,Y,,,Elsevier,2023-2025
Physics Letters A,0375-9601,Hybrid,Y,,,Elsevier,2023-2025
Physics of Life Reviews,1571-0645,Hybrid,Y,,,Elsevier,2023-2025
Physics of the Dark Universe,2212-6864,Hybrid,Y,,,Elsevier,2023-2025
Physics of the Earth and Planetary Interiors,0031-9201,Hybrid,Y,,,Elsevier,2023-2025
Physics Reports,0370-1573,Hybrid,Y,,,Elsevier,2023-2025
Physiological and Molecular Plant Pathology,0885-5765,Hybrid,Y,,,Elsevier,2023-2025
Physiology & Behavior,0031-9384,Hybrid,Y,,,Elsevier,2023-2025
Physiotherapy,0031-9406,Hybrid,Y,,,Elsevier,2023-2025
Phytochemistry,0031-9422,Hybrid,Y,,,Elsevier,2023-2025
Phytochemistry Letters,1874-3900,Hybrid,Y,,,Elsevier,2023-2025
Phytomedicine,0944-7113,Hybrid,Y,,,Elsevier,2023-2025
Piel,0213-9251,Hybrid,Y,,,Elsevier,2023-2025
Placenta,0143-4004,Hybrid,Y,,,Elsevier,2023-2025
Planetary and Space Science,0032-0633,Hybrid,Y,,,Elsevier,2023-2025
Plant Gene,2352-4073,Hybrid,Y,,,Elsevier,2023-2025
Plant Physiology and Biochemistry,0981-9428,Hybrid,Y,,,Elsevier,2023-2025
Plant Science,0168-9452,Hybrid,Y,,,Elsevier,2023-2025
Plasmid,0147-619X,Hybrid,Y,,,Elsevier,2023-2025
Poetics,0304-422X,Hybrid,Y,,,Elsevier,2023-2025
Polar Science,1873-9652,Hybrid,Y,,,Elsevier,2023-2025
Political Geography,0962-6298,Hybrid,Y,,,Elsevier,2023-2025
Polyhedron,0277-5387,Hybrid,Y,,,Elsevier,2023-2025
Polymer,0032-3861,Hybrid,Y,,,Elsevier,2023-2025
Polymer Degradation and Stability,0141-3910,Hybrid,Y,,,Elsevier,2023-2025
Postharvest Biology and Technology,0925-5214,Hybrid,Y,,,Elsevier,2023-2025
Powder Technology,0032-5910,Hybrid,Y,,,Elsevier,2023-2025
Pratique Neurologique - FMC,1878-7762,Hybrid,Y,,,Elsevier,2023-2025
Pratiques Psychologiques,1269-1763,Hybrid,Y,,,Elsevier,2023-2025
Precambrian Research,0301-9268,Hybrid,Y,,,Elsevier,2023-2025
Precision Engineering,0141-6359,Hybrid,Y,,,Elsevier,2023-2025
Pregnancy Hypertension,2210-7789,Hybrid,Y,,,Elsevier,2023-2025
Preventive Medicine,0091-7435,Hybrid,Y,,,Elsevier,2023-2025
Preventive Veterinary Medicine,0167-5877,Hybrid,Y,,,Elsevier,2023-2025
Primary Care Diabetes,1751-9918,Hybrid,Y,,,Elsevier,2023-2025
Probabilistic Engineering Mechanics,0266-8920,Hybrid,Y,,,Elsevier,2023-2025
Proceedings of the Combustion Institute,1540-7489,Hybrid,Y,,,Elsevier,2023-2025
Proceedings of the Geologists' Association,0016-7878,Hybrid,Y,,,Elsevier,2023-2025
Process Biochemistry,1359-5113,Hybrid,Y,,,Elsevier,2023-2025
Process Safety and Environmental Protection,0957-5820,Hybrid,Y,,,Elsevier,2023-2025
Progress in Aerospace Sciences,0376-0421,Hybrid,Y,,,Elsevier,2023-2025
Progress in Biophysics & Molecular Biology,0079-6107,Hybrid,Y,,,Elsevier,2023-2025
Progress in Cardiovascular Diseases,0033-0620,Hybrid,Y,,,Elsevier,2023-2025
Progress in Economic Geography,2949-6942,Hybrid,Y,,,Elsevier,2023-2025
Progress in Energy and Combustion Science,0360-1285,Hybrid,Y,,,Elsevier,2023-2025
Progress in Engineering Science,2950-4252,Hybrid,Y,,,Elsevier,2023-2025
Progress in Lipid Research,0163-7827,Hybrid,Y,,,Elsevier,2023-2025
Progress in Materials Science,0079-6425,Hybrid,Y,,,Elsevier,2023-2025
Progress in Natural Science: Materials International,1002-0071,Hybrid,Y,,,Elsevier,2023-2025
Progress in Neurobiology,0301-0082,Hybrid,Y,,,Elsevier,2023-2025
Progress in Neuro-Psychopharmacology & Biological Psychiatry,0278-5846,Hybrid,Y,,,Elsevier,2023-2025
Progress in Nuclear Energy,0149-1970,Hybrid,Y,,,Elsevier,2023-2025
Progress in Nuclear Magnetic Resonance Spectroscopy,0079-6565,Hybrid,Y,,,Elsevier,2023-2025
Progress in Oceanography,0079-6611,Hybrid,Y,,,Elsevier,2023-2025
Progress in Organic Coatings,0300-9440,Hybrid,Y,,,Elsevier,2023-2025
Progress in Particle and Nuclear Physics,0146-6410,Hybrid,Y,,,Elsevier,2023-2025
Progress in Pediatric Cardiology,1058-9813,Hybrid,Y,,,Elsevier,2023-2025
Progress in Planning,0305-9006,Hybrid,Y,,,Elsevier,2023-2025
Progress in Polymer Science,0079-6700,Hybrid,Y,,,Elsevier,2023-2025
Progress in Quantum Electronics,0079-6727,Hybrid,Y,,,Elsevier,2023-2025
Progress in Retinal and Eye Research,1350-9462,Hybrid,Y,,,Elsevier,2023-2025
Progress in Surface Science,0079-6816,Hybrid,Y,,,Elsevier,2023-2025
Prostaglandins & Other Lipid Mediators,1098-8823,Hybrid,Y,,,Elsevier,2023-2025
"Prostaglandins, Leukotrienes & Essential Fatty Acids",0952-3278,Hybrid,Y,,,Elsevier,2023-2025
Protein Expression and Purification,1046-5928,Hybrid,Y,,,Elsevier,2023-2025
Protist,1434-4610,Hybrid,Y,,,Elsevier,2023-2025
Psiquiatría Biológica,1134-5934,Hybrid,Y,,,Elsevier,2023-2025
Psychiatry Research,0165-1781,Hybrid,Y,,,Elsevier,2023-2025
Psychiatry Research: Neuroimaging,0925-4927,Hybrid,Y,,,Elsevier,2023-2025
Psychologie du Travail et des Organisations,1420-2530,Hybrid,Y,,,Elsevier,2023-2025
Psychology of Sport and Exercise,1469-0292,Hybrid,Y,,,Elsevier,2023-2025
Psychoneuroendocrinology,0306-4530,Hybrid,Y,,,Elsevier,2023-2025
Public Health,0033-3506,Hybrid,Y,,,Elsevier,2023-2025
Public Relations Review,0363-8111,Hybrid,Y,,,Elsevier,2023-2025
Pulmonary Pharmacology & Therapeutics,1094-5539,Hybrid,Y,,,Elsevier,2023-2025
Quaternary Geochronology,1871-1014,Hybrid,Y,,,Elsevier,2023-2025
Quaternary International,1040-6182,Hybrid,Y,,,Elsevier,2023-2025
Quaternary Science Reviews,0277-3791,Hybrid,Y,,,Elsevier,2023-2025
Radiation Measurements,1350-4487,Hybrid,Y,,,Elsevier,2023-2025
Radiation Physics and Chemistry,0969-806X,Hybrid,Y,,,Elsevier,2023-2025
Radiography,1078-8174,Hybrid,Y,,,Elsevier,2023-2025
Radiología,0033-8338,Hybrid,Y,,,Elsevier,2023-2025
Radiología (English Edition),2173-5107,Hybrid,Y,,,Elsevier,2023-2025
Radiotherapy & Oncology,0167-8140,Hybrid,Y,,,Elsevier,2023-2025
Rangeland Ecology & Management,1550-7424,Hybrid,Y,,,Elsevier,2023-2025
Rangelands,0190-0528,Hybrid,Y,,,Elsevier,2023-2025
Reactive and Functional Polymers,1381-5148,Hybrid,Y,,,Elsevier,2023-2025
REC: CardioClinics,2605-1532,Hybrid,Y,,,Elsevier,2023-2025
Regional Science and Urban Economics,0166-0462,Hybrid,Y,,,Elsevier,2023-2025
Regional Studies in Marine Science,2352-4855,Hybrid,Y,,,Elsevier,2023-2025
Regulatory Toxicology and Pharmacology,0273-2300,Hybrid,Y,,,Elsevier,2023-2025
Rehabilitación,0048-7120,Hybrid,Y,,,Elsevier,2023-2025
Reliability Engineering & System Safety,0951-8320,Hybrid,Y,,,Elsevier,2023-2025
Remote Sensing Applications: Society and Environment,2352-9385,Hybrid,Y,,,Elsevier,2023-2025
Remote Sensing of Environment,0034-4257,Hybrid,Y,,,Elsevier,2023-2025
Renewable & Sustainable Energy Reviews,1364-0321,Hybrid,Y,,,Elsevier,2023-2025
Renewable Energy,0960-1481,Hybrid,Y,,,Elsevier,2023-2025
Renewable Energy Focus,1755-0084,Hybrid,Y,,,Elsevier,2023-2025
Reproductive Biology,1642-431X,Hybrid,Y,,,Elsevier,2023-2025
Reproductive BioMedicine Online,1472-6483,Hybrid,Y,,,Elsevier,2023-2025
Reproductive Toxicology,0890-6238,Hybrid,Y,,,Elsevier,2023-2025
Research in Autism ,3050-6565,Hybrid,Y,,,Elsevier,2023-2025
Research in Developmental Disabilities,0891-4222,Hybrid,Y,,,Elsevier,2023-2025
Research in Economics,1090-9443,Hybrid,Y,,,Elsevier,2023-2025
Research in International Business and Finance,0275-5319,Hybrid,Y,,,Elsevier,2023-2025
Research in Microbiology,0923-2508,Hybrid,Y,,,Elsevier,2023-2025
Research in Organizational Behavior,0191-3085,Hybrid,Y,,,Elsevier,2023-2025
Research in Social and Administrative Pharmacy,1551-7411,Hybrid,Y,,,Elsevier,2023-2025
Research in Social Stratification and Mobility,0276-5624,Hybrid,Y,,,Elsevier,2023-2025
Research in Transportation Business & Management,2210-5395,Hybrid,Y,,,Elsevier,2023-2025
Research in Transportation Economics,0739-8859,Hybrid,Y,,,Elsevier,2023-2025
Research in Veterinary Science,0034-5288,Hybrid,Y,,,Elsevier,2023-2025
Research Methods in Applied Linguistics,2772-7661,Hybrid,Y,,,Elsevier,2023-2025
Research Policy,0048-7333,Hybrid,Y,,,Elsevier,2023-2025
Resource and Energy Economics,0928-7655,Hybrid,Y,,,Elsevier,2023-2025
Resources Policy,0301-4207,Hybrid,Y,,,Elsevier,2023-2025
"Resources, Conservation & Recycling",0921-3449,Hybrid,Y,,,Elsevier,2023-2025
Respiratory Investigation,2212-5345,Hybrid,Y,,,Elsevier,2023-2025
Respiratory Medicine,0954-6111,Hybrid,Y,,,Elsevier,2023-2025
Respiratory Medicine and Research,2590-0412,Hybrid,Y,,,Elsevier,2023-2025
Respiratory Physiology & Neurobiology,1569-9048,Hybrid,Y,,,Elsevier,2023-2025
Resuscitation,0300-9572,Hybrid,Y,,,Elsevier,2023-2025
Reumatología Clínica,1699-258X,Hybrid,Y,,,Elsevier,2023-2025
Reumatología Clínica (English Edition),2173-5743,Hybrid,Y,,,Elsevier,2023-2025
Review of Economic Dynamics,1094-2025,Hybrid,Y,,,Elsevier,2023-2025
Review of Palaeobotany and Palynology,0034-6667,Hybrid,Y,,,Elsevier,2023-2025
Revista Clínica Española,0014-2565,Hybrid,Y,,,Elsevier,2023-2025
Revista Clínica Española (English Edition),2254-8874,Hybrid,Y,,,Elsevier,2023-2025
Revista Colombiana de Reumatología,0121-8123,Hybrid,Y,,,Elsevier,2023-2025
Revista Colombiana de Reumatología (English Edition),2444-4405,Hybrid,Y,,,Elsevier,2023-2025
"Revista de Logopedia, Foniatría y Audiología",0214-4603,Hybrid,Y,,,Elsevier,2023-2025
Revista de Psicodidáctica,1136-1034,Hybrid,Y,,,Elsevier,2023-2025
Revista de Psicodidáctica (English Edition),2530-3805,Hybrid,Y,,,Elsevier,2023-2025
Revista de Senología y Patología Mamaria,0214-1582,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Anestesiología y Reanimación,0034-9356,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Anestesiología y Reanimación (English Edition),2341-1929,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Cardiología,0300-8932,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Cardiología (English Edition),1885-5857,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Geriatría y Gerontología,0211-139X,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Medicina Legal,0377-4732,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Medicina Nuclear e Imagen Molecular,2253-654X,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),2253-8089,Hybrid,Y,,,Elsevier,2023-2025
Revista Española de Patología,1699-8855,Hybrid,Y,,,Elsevier,2023-2025
Revista Iberoamericana de Micología,1130-1406,Hybrid,Y,,,Elsevier,2023-2025
Revue de Chirurgie Orthopédique et Traumatologique,1877-0517,Hybrid,Y,,,Elsevier,2023-2025
Revue de Micropaléontologie,0035-1598,Hybrid,Y,,,Elsevier,2023-2025
Revue du Rhumatisme,1169-8330,Hybrid,Y,,,Elsevier,2023-2025
Revue Française d'Allergologie,1877-0320,Hybrid,Y,,,Elsevier,2023-2025
Revue Neurologique,0035-3787,Hybrid,Y,,,Elsevier,2023-2025
Rhizosphere,2452-2198,Hybrid,Y,,,Elsevier,2023-2025
Robotics and Autonomous Systems,0921-8890,Hybrid,Y,,,Elsevier,2023-2025
Robotics and Computer-Integrated Manufacturing,0736-5845,Hybrid,Y,,,Elsevier,2023-2025
Safety Science,0925-7535,Hybrid,Y,,,Elsevier,2023-2025
Sages-Femmes,1637-4088,Hybrid,Y,,,Elsevier,2023-2025
Santé mentale et Droit,2772-9710,Hybrid,Y,,,Elsevier,2023-2025
Scandinavian Journal of Management,0956-5221,Hybrid,Y,,,Elsevier,2023-2025
Schizophrenia Research,0920-9964,Hybrid,Y,,,Elsevier,2023-2025
Science & Justice,1355-0306,Hybrid,Y,,,Elsevier,2023-2025
Science & Sports,0765-1597,Hybrid,Y,,,Elsevier,2023-2025
Science Bulletin,2095-9273,Hybrid,Y,,,Elsevier,2023-2025
Science of Computer Programming,0167-6423,Hybrid,Y,,,Elsevier,2023-2025
Science of the Total Environment,0048-9697,Hybrid,Y,,,Elsevier,2023-2025
Scientia Horticulturae,0304-4238, Gold,N,APC discount available,,Elsevier,2023-2025
Scripta Materialia,1359-6462,Hybrid,Y,,,Elsevier,2023-2025
Sedimentary Geology,0037-0738,Hybrid,Y,,,Elsevier,2023-2025
Seizure: European Journal of Epilepsy,1059-1311,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Arthritis and Rheumatism,0049-0172,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Arthroplasty: JSES,1045-4527,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Cancer Biology,1044-579X,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Cell and Developmental Biology,1084-9521,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Colon and Rectal Surgery,1043-1489,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Diagnostic Pathology,0740-2570,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Fetal & Neonatal Medicine,1744-165X,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Hematology,0037-1963,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Immunology,1044-5323,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Nephrology,0270-9295,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Nuclear Medicine,0001-2998,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Oncology,0093-7754,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Oncology Nursing,0749-2081,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Orthodontics,1073-8746,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Pediatric Neurology,1071-9091,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Pediatric Surgery,1055-8586,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Perinatology,0146-0005,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Radiation Oncology,1053-4296,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Roentgenology,0037-198X,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Spine Surgery,1040-7383,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Thoracic and Cardiovascular Surgery,1043-0679,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,1092-9126,Hybrid,Y,,,Elsevier,2023-2025
"Seminars in Ultrasound, CT and MRI",0887-2171,Hybrid,Y,,,Elsevier,2023-2025
Seminars in Vascular Surgery,0895-7967,Hybrid,Y,,,Elsevier,2023-2025
Sensors and Actuators A: Physical,0924-4247,Hybrid,Y,,,Elsevier,2023-2025
Sensors and Actuators B: Chemical,0925-4005,Hybrid,Y,,,Elsevier,2023-2025
Separation and Purification Technology,1383-5866,Hybrid,Y,,,Elsevier,2023-2025
Sexual & Reproductive Healthcare,1877-5756, Gold,N,APC discount available,,Elsevier,2023-2025
Signal Processing,0165-1684,Hybrid,Y,,,Elsevier,2023-2025
Signal Processing: Image Communication,0923-5965,Hybrid,Y,,,Elsevier,2023-2025
Simulation Modelling Practice and Theory,1569-190X,Hybrid,Y,,,Elsevier,2023-2025
Slavic Literatures,2950-3965,Hybrid,Y,,,Elsevier,2023-2025
Sleep Health,2352-7218,Hybrid,Y,,,Elsevier,2023-2025
Sleep Medicine,1389-9457,Hybrid,Y,,,Elsevier,2023-2025
Sleep Medicine Reviews,1087-0792,Hybrid,Y,,,Elsevier,2023-2025
Small Ruminant Research,0921-4488,Hybrid,Y,,,Elsevier,2023-2025
Smart Health,2352-6483,Hybrid,Y,,,Elsevier,2023-2025
Social Networks,0378-8733,Hybrid,Y,,,Elsevier,2023-2025
Social Science & Medicine,0277-9536,Hybrid,Y,,,Elsevier,2023-2025
Social Science Research,0049-089X,Hybrid,Y,,,Elsevier,2023-2025
Socio-Economic Planning Sciences,0038-0121,Hybrid,Y,,,Elsevier,2023-2025
Soil & Tillage Research,0167-1987,Hybrid,Y,,,Elsevier,2023-2025
Soil Biology & Biochemistry,0038-0717,Hybrid,Y,,,Elsevier,2023-2025
Soil Dynamics and Earthquake Engineering,0267-7261,Hybrid,Y,,,Elsevier,2023-2025
Solar Energy,0038-092X,Hybrid,Y,,,Elsevier,2023-2025
Solar Energy Materials and Solar Cells,0927-0248,Hybrid,Y,,,Elsevier,2023-2025
Solid State Communications,0038-1098,Hybrid,Y,,,Elsevier,2023-2025
Solid State Ionics,0167-2738,Hybrid,Y,,,Elsevier,2023-2025
Solid State Nuclear Magnetic Resonance,0926-2040,Hybrid,Y,,,Elsevier,2023-2025
Solid State Sciences,1293-2558,Hybrid,Y,,,Elsevier,2023-2025
Solid-State Electronics,0038-1101,Hybrid,Y,,,Elsevier,2023-2025
South African Journal of Botany,0254-6299,Hybrid,Y,,,Elsevier,2023-2025
Space Policy,0265-9646,Hybrid,Y,,,Elsevier,2023-2025
Spanish Journal of Legal Medicine,2445-4249,Hybrid,Y,,,Elsevier,2023-2025
Spanish Journal of Psychiatry and Mental Health,2950-2853,Hybrid,Y,,,Elsevier,2023-2025
Spatial and Spatio-temporal Epidemiology,1877-5845,Hybrid,Y,,,Elsevier,2023-2025
Spatial Statistics,2211-6753,Hybrid,Y,,,Elsevier,2023-2025
Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,1386-1425,Hybrid,Y,,,Elsevier,2023-2025
Spectrochimica Acta Part B: Atomic Spectroscopy,0584-8547,Hybrid,Y,,,Elsevier,2023-2025
Speech Communication,0167-6393,Hybrid,Y,,,Elsevier,2023-2025
