Journal title,ISSN,eISSN,Publisher details
ADVANCES IN CONDENSED MATTER PHYSICS,1687-8108,1687-8124,WILEY
ADVANCES IN CONTINUOUS AND DISCRETE MODELS,,2731-4235,SPRINGER
ADVANCES IN DATA ANALYSIS AND CLASSIFICATION,1862-5347,1862-5355,SPRINGER HEIDELBERG
ADVANCES IN DIFFERENTIAL EQUATIONS,1079-9389,1079-9389,KHAYYAM PUBL CO INC
ADVANCES IN ELECTRICAL AND COMPUTER ENGINEERING,1582-7445,1844-7600,"UNIV SUCEAVA, FAC ELECTRICAL ENG"
ADVANCES IN ENGINEERING SOFTWARE,0965-9978,1873-5339,ELSEVIER SCI LTD
ADVANCES IN GEOMETRY,1615-715X,1615-7168,WALTER DE GRUYTER GMBH
ADVANCES IN HEALTH SCIENCES EDUCATION,1382-4996,1573-1677,SPRINGER
ADVANCES IN HIGH ENERGY PHYSICS,1687-7357,1687-7365,WILEY
ADVANCES IN KIDNEY DISEASE AND HEALTH,2949-8147,2949-8139,W B SAUNDERS CO-ELSEVIER INC
ADVANCES IN MANUFACTURING,2095-3127,2195-3597,SPRINGER
ADVANCES IN MATHEMATICAL PHYSICS,1687-9120,1687-9139,WILEY
ADVANCES IN MATHEMATICS,0001-8708,1090-2082,ACADEMIC PRESS INC ELSEVIER SCIENCE
ADVANCES IN MATHEMATICS OF COMMUNICATIONS,1930-5346,1930-5338,AMER INST MATHEMATICAL SCIENCES-AIMS
ADVANCES IN MECHANICAL ENGINEERING,1687-8132,1687-8140,SAGE PUBLICATIONS LTD
ADVANCES IN MEDICAL SCIENCES,1896-1126,1898-4002,ELSEVIER URBAN & PARTNER SP Z O O
ADVANCES IN METEOROLOGY,1687-9309,1687-9317,WILEY
ADVANCES IN METHODS AND PRACTICES IN PSYCHOLOGICAL SCIENCE,2515-2459,2515-2467,SAGE PUBLICATIONS INC
ADVANCES IN NANO RESEARCH,2287-237X,2287-2388,TECHNO-PRESS
ADVANCES IN NEONATAL CARE,1536-0903,1536-0911,LIPPINCOTT WILLIAMS & WILKINS
ADVANCES IN NONLINEAR ANALYSIS,2191-9496,2191-950X,DE GRUYTER POLAND SP Z O O
ADVANCES IN NURSING SCIENCE,0161-9268,1550-5014,LIPPINCOTT WILLIAMS & WILKINS
ADVANCES IN NUTRITION,2161-8313,2156-5376,ELSEVIER SCIENCE INC
ADVANCES IN OPTICS AND PHOTONICS,1943-8206,1943-8206,OPTICA PUBLISHING GROUP
ADVANCES IN PHYSICS,0001-8732,1460-6976,TAYLOR & FRANCIS LTD
ADVANCES IN PHYSICS-X,2374-6149,2374-6149,TAYLOR & FRANCIS LTD
ADVANCES IN PHYSIOLOGY EDUCATION,1043-4046,1522-1229,AMER PHYSIOLOGICAL SOC
ADVANCES IN POLYMER TECHNOLOGY,0730-6679,1098-2329,WILEY
ADVANCES IN PRODUCTION ENGINEERING & MANAGEMENT,1854-6250,1855-6531,"UNIV MARIBOR, FAC MECHANICAL ENGINEERING"
ADVANCES IN RHEUMATOLOGY,2523-3106,2523-3106,BMC
ADVANCES IN SKIN & WOUND CARE,1527-7941,1538-8654,LIPPINCOTT WILLIAMS & WILKINS
ADVANCES IN SPACE RESEARCH,0273-1177,1879-1948,ELSEVIER SCI LTD
ADVANCES IN STRUCTURAL ENGINEERING,1369-4332,2048-4011,SAGE PUBLICATIONS INC
ADVANCES IN THEORETICAL AND MATHEMATICAL PHYSICS,1095-0761,1095-0753,"INT PRESS BOSTON, INC"
ADVANCES IN THERAPY,0741-238X,1865-8652,SPRINGER
ADVANCES IN WATER RESOURCES,0309-1708,1872-9657,ELSEVIER SCI LTD
ADVANCES IN WEED SCIENCE,2675-9462,2675-9462,SOC BRASILEIRA CIENCIA PLANTAS DANINHAS-SBCPD
ADVANCES IN WOUND CARE,2162-1918,2162-1934,"MARY ANN LIEBERT, INC"
AEOLIAN RESEARCH,1875-9637,2212-1684,ELSEVIER SCI LTD
AEQUATIONES MATHEMATICAE,0001-9054,1420-8903,SPRINGER BASEL AG
AEROBIOLOGIA,0393-5965,1573-3025,SPRINGER
AERONAUTICAL JOURNAL,0001-9240,2059-6464,CAMBRIDGE UNIV PRESS
AEROSOL AND AIR QUALITY RESEARCH,1680-8584,2071-1409,TAIWAN ASSOC AEROSOL RES-TAAR
AEROSOL SCIENCE AND TECHNOLOGY,0278-6826,1521-7388,TAYLOR & FRANCIS INC
AEROSPACE,,2226-4310,MDPI
AEROSPACE AMERICA,0740-722X,0740-722X,AMER INST AERONAUTICS  ASTRONAUTICS
AEROSPACE MEDICINE AND HUMAN PERFORMANCE,2375-6314,2375-6322,AEROSPACE MEDICAL ASSOC
AEROSPACE SCIENCE AND TECHNOLOGY,1270-9638,1626-3219,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER
AESTHETIC PLASTIC SURGERY,0364-216X,1432-5241,SPRINGER
AESTHETIC SURGERY JOURNAL,1090-820X,1527-330X,OXFORD UNIV PRESS INC
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,1434-8411,1618-0399,ELSEVIER GMBH
AFINIDAD,0001-9704,2339-9686,ASSOC ANTICS ALUMNES INST QUIMIC SARRIA - AIQS
AFRICAN ENTOMOLOGY,1021-3589,2254-8854,ENTOMOLOGICAL SOC SOUTHERN AFRICA
AFRICAN HEALTH SCIENCES,1680-6905,1729-0503,"MAKERERE UNIV, COLL HEALTH SCIENCES,SCH MED"
AFRICAN INVERTEBRATES,1681-5556,2305-2562,COUNCIL NATAL MUSEUM
AFRICAN JOURNAL OF AQUATIC SCIENCE,1608-5914,1727-9364,TAYLOR & FRANCIS LTD
AFRICAN JOURNAL OF ECOLOGY,0141-6707,1365-2028,WILEY
AFRICAN JOURNAL OF EMERGENCY MEDICINE,2211-419X,2211-4203,ELSEVIER
AFRICAN JOURNAL OF HERPETOLOGY,2156-4574,2153-3660,TAYLOR & FRANCIS LTD
AFRICAN JOURNAL OF MARINE SCIENCE,1814-232X,1814-2338,TAYLOR & FRANCIS LTD
AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,1022-0119,1727-9380,TAYLOR & FRANCIS LTD
AFRICAN JOURNAL OF WILDLIFE RESEARCH,2410-7220,2410-8200,SOUTHERN AFRICAN WILDLIFE MANAGEMENT ASSOC
AFRICAN ZOOLOGY,1562-7020,2224-073X,TAYLOR & FRANCIS LTD
AGE AND AGEING,0002-0729,1468-2834,OXFORD UNIV PRESS
AGEING RESEARCH REVIEWS,1568-1637,1872-9649,ELSEVIER IRELAND LTD
AGGRESSIVE BEHAVIOR,0096-140X,1098-2337,WILEY
AGING AND DISEASE,2152-5250,2152-5250,INT SOC AGING & DISEASE
AGING CELL,1474-9718,1474-9726,WILEY
AGING CLINICAL AND EXPERIMENTAL RESEARCH,1594-0667,1720-8319,SPRINGER
AGING MALE,1368-5538,1473-0790,TAYLOR & FRANCIS LTD
AGING & MENTAL HEALTH,1360-7863,1364-6915,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
AGRARFORSCHUNG SCHWEIZ,1663-7852,1663-7909,AGRARFORSCHUNG
AGREKON,0303-1853,2078-0400,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
AGRIBUSINESS,0742-4477,1520-6297,WILEY
AGRICULTURAL AND FOOD ECONOMICS,,2193-7532,SPRINGERNATURE
AGRICULTURAL AND FOOD SCIENCE,1459-6067,1795-1895,SCIENTIFIC AGRICULTURAL SOC FINLAND
AGRICULTURAL AND FOREST ENTOMOLOGY,1461-9555,1461-9563,WILEY
AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,1873-2240,ELSEVIER
AGRICULTURAL ECONOMICS,0169-5150,1574-0862,WILEY
AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,0139-570X,1805-9295,CZECH ACADEMY AGRICULTURAL SCIENCES
AGRICULTURAL & ENVIRONMENTAL LETTERS,,2471-9625,WILEY
AGRICULTURAL HISTORY,0002-1482,1533-8290,DUKE UNIV PRESS
AGRICULTURAL SYSTEMS,0308-521X,1873-2267,ELSEVIER SCI LTD
AGRICULTURAL WATER MANAGEMENT,0378-3774,1873-2283,ELSEVIER
AGRICULTURE AND HUMAN VALUES,0889-048X,1572-8366,SPRINGER
AGRICULTURE-BASEL,,2077-0472,MDPI
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,0167-8809,1873-2305,ELSEVIER
AGROCHIMICA,0002-1857,,PISA UNIV PRESS
AGROCIENCIA,1405-3195,2521-9766,COLEGIO POSTGRADUADOS
AGROECOLOGY AND SUSTAINABLE FOOD SYSTEMS,2168-3565,2168-3573,TAYLOR & FRANCIS INC
AGROFORESTRY SYSTEMS,0167-4366,1572-9680,SPRINGER
AGRONOMY-BASEL,,2073-4395,MDPI
AGRONOMY FOR SUSTAINABLE DEVELOPMENT,1774-0746,1773-0155,SPRINGER FRANCE
AGRONOMY JOURNAL,0002-1962,1435-0645,WILEY
AGU ADVANCES,,2576-604X,AMER GEOPHYSICAL UNION
AIAA JOURNAL,0001-1452,1533-385X,AMER INST AERONAUTICS  ASTRONAUTICS
AICHE JOURNAL,0001-1541,1547-5905,WILEY
AI COMMUNICATIONS,0921-7126,1875-8452,IOS PRESS
AIDS,0269-9370,1473-5571,LIPPINCOTT WILLIAMS & WILKINS
AIDS PATIENT CARE AND STDS,1087-2914,1557-7449,"MARY ANN LIEBERT, INC"
AIDS RESEARCH AND HUMAN RETROVIRUSES,0889-2229,1931-8405,"MARY ANN LIEBERT, INC"
AIDS RESEARCH AND THERAPY,1742-6405,1742-6405,BMC
AIDS REVIEWS,1139-6121,1698-6997,PERMANYER PUBL
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,0890-0604,1469-1760,CAMBRIDGE UNIV PRESS
AI MAGAZINE,0738-4602,2371-9621,AMER ASSOC ARTIFICIAL INTELL
AIMS MATHEMATICS,,2473-6988,AMER INST MATHEMATICAL SCIENCES-AIMS
AIN SHAMS ENGINEERING JOURNAL,2090-4479,2090-4495,ELSEVIER
AIP ADVANCES,,2158-3226,AIP PUBLISHING
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,1748-8842,1758-4213,EMERALD GROUP PUBLISHING LTD
AIR QUALITY ATMOSPHERE AND HEALTH,1873-9318,1873-9326,SPRINGER
AJAR-AFRICAN JOURNAL OF AIDS RESEARCH,1608-5906,1727-9445,TAYLOR & FRANCIS LTD
AKCE INTERNATIONAL JOURNAL OF GRAPHS AND COMBINATORICS,0972-8600,2543-3474,TAYLOR & FRANCIS LTD
AKTUELLE RHEUMATOLOGIE,0341-051X,1438-9940,GEORG THIEME VERLAG KG
AKTUELLE UROLOGIE,0001-7868,1438-8820,GEORG THIEME VERLAG KG
ALCHERINGA,0311-5518,1752-0754,TAYLOR & FRANCIS LTD
ALCOHOL,0741-8329,1873-6823,ELSEVIER SCIENCE INC
ALCOHOL AND ALCOHOLISM,0735-0414,1464-3502,OXFORD UNIV PRESS
ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH,,2993-7175,WILEY
ALDRICHIMICA ACTA,0002-5100,,ALDRICH CHEMICAL CO INC
ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,1980-0436,,IMPA
ALEXANDRIA ENGINEERING JOURNAL,1110-0168,2090-2670,ELSEVIER
ALGAE,1226-2617,2093-0860,KOREAN SOC PHYCOLOGY
ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS,2211-9264,2211-9264,ELSEVIER
ALGEBRA AND LOGIC,0002-5232,1573-8302,SPRINGER
ALGEBRA COLLOQUIUM,1005-3867,0219-1733,WORLD SCIENTIFIC PUBL CO PTE LTD
ALGEBRAIC AND GEOMETRIC TOPOLOGY,1472-2739,1472-2739,GEOMETRY & TOPOLOGY PUBLICATIONS
ALGEBRAIC GEOMETRY,2313-1691,2214-2584,EUROPEAN MATHEMATICAL SOC-EMS
ALGEBRA & NUMBER THEORY,1937-0652,1944-7833,MATHEMATICAL SCIENCE PUBL
ALGEBRAS AND REPRESENTATION THEORY,1386-923X,1572-9079,SPRINGER
ALGEBRA UNIVERSALIS,0002-5240,1420-8911,SPRINGER BASEL AG
ALGORITHMICA,0178-4617,1432-0541,SPRINGER
ALGORITHMS FOR MOLECULAR BIOLOGY,,1748-7188,BMC
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0269-2813,1365-2036,WILEY
ALL EARTH,,2766-9645,TAYLOR & FRANCIS LTD
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,0301-0546,1578-1267,CODON PUBLICATIONS
ALLERGOLOGIE,0344-5062,0344-5062,DUSTRI-VERLAG DR KARL FEISTLE
ALLERGOLOGY INTERNATIONAL,1323-8930,1440-1592,JAPANESE SOC ALLERGOLOGY
ALLERGY,0105-4538,1398-9995,WILEY
ALLERGY AND ASTHMA PROCEEDINGS,1088-5412,1539-6304,OCEAN SIDE PUBLICATIONS INC
ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY,1710-1492,1710-1492,BMC
ALLERGY ASTHMA & IMMUNOLOGY RESEARCH,2092-7355,2092-7363,KOREAN ACAD ASTHMA ALLERGY & CLINICAL IMMUNOLOGY
ALL LIFE,2689-5293,2689-5307,TAYLOR & FRANCIS LTD
ALPHA PSYCHIATRY,,2757-8038,AVES
ALPINE BOTANY,1664-2201,1664-221X,SPRINGER BASEL AG
ALTEX-ALTERNATIVES TO ANIMAL EXPERIMENTATION,1868-596X,1868-8551,SPEKTRUM AKADEMISCHER VERLAG-SPRINGER-VERLAG GMBH
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,0893-0341,0893-0341,LIPPINCOTT WILLIAMS & WILKINS
ALZHEIMERS & DEMENTIA,1552-5260,1552-5279,WILEY
ALZHEIMERS RESEARCH & THERAPY,,1758-9193,BMC
AMA-AGRICULTURAL MECHANIZATION IN ASIA AFRICA AND LATIN AMERICA,0084-5841,,FARM MACHINERY INDUSTRIAL RESEARCH CORP
AMB EXPRESS,2191-0855,2191-0855,SPRINGER
AMBIO,0044-7447,1654-7209,SPRINGER
AMBIX,0002-6980,1745-8234,TAYLOR & FRANCIS LTD
AMEGHINIANA,0002-7014,1851-8044,ASOCIACION PALEONTOLOGICA ARGENTINA
AMERICAN BIOLOGY TEACHER,0002-7685,1938-4211,NATL ASSOC BIOLOGY TEACHERS INC
AMERICAN CERAMIC SOCIETY BULLETIN,0002-7812,1945-2705,AMER CERAMIC SOC
AMERICAN FAMILY PHYSICIAN,0002-838X,1532-0650,AMER ACAD FAMILY PHYSICIANS
AMERICAN FERN JOURNAL,0002-8444,1938-422X,AMER FERN SOC INC
AMERICAN HEALTH AND DRUG BENEFITS,1942-2962,1942-2970,ENGAGE HEALTHCARE COMMUNICATIONS INC
AMERICAN HEART JOURNAL,0002-8703,1097-6744,MOSBY-ELSEVIER
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,0002-9092,1467-8276,WILEY
AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER DEMENTIAS,1533-3175,1938-2731,SAGE PUBLICATIONS INC
AMERICAN JOURNAL OF AUDIOLOGY,1059-0889,1558-9137,AMER SPEECH-LANGUAGE-HEARING ASSOC
AMERICAN JOURNAL OF BIOETHICS,1526-5161,1536-0075,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY,2692-7691,2692-7691,WILEY
AMERICAN JOURNAL OF BOTANY,0002-9122,1537-2197,WILEY
AMERICAN JOURNAL OF CANCER RESEARCH,2156-6976,2156-6976,E-CENTURY PUBLISHING CORP
AMERICAN JOURNAL OF CARDIOLOGY,0002-9149,1879-1913,EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,1175-3277,1179-187X,ADIS INT LTD
AMERICAN JOURNAL OF CHINESE MEDICINE,0192-415X,1793-6853,WORLD SCIENTIFIC PUBL CO PTE LTD
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1175-0561,1179-1888,ADIS INT LTD
AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165,1938-3207,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,0277-3732,1537-453X,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,0002-9173,1943-7722,OXFORD UNIV PRESS INC
AMERICAN JOURNAL OF CRITICAL CARE,1062-3264,1937-710X,AMER ASSOC CRITICAL CARE NURSES
AMERICAN JOURNAL OF DENTISTRY,0894-8275,,"MOSHER & LINDER, INC"
AMERICAN JOURNAL OF DERMATOPATHOLOGY,0193-1091,1533-0311,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,0095-2990,1097-9891,TAYLOR & FRANCIS INC
AMERICAN JOURNAL OF EMERGENCY MEDICINE,0735-6757,1532-8171,W B SAUNDERS CO-ELSEVIER INC
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,0002-9254,1943-7749,AMER SOC ENOLOGY VITICULTURE
AMERICAN JOURNAL OF EPIDEMIOLOGY,0002-9262,1476-6256,OXFORD UNIV PRESS INC
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,0195-7910,1533-404X,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,1572-0241,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,1064-7481,1545-7214,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,1079-2082,1535-2900,OXFORD UNIV PRESS INC
AMERICAN JOURNAL OF HEMATOLOGY,0361-8609,1096-8652,WILEY
AMERICAN JOURNAL OF HOSPICE & PALLIATIVE MEDICINE,1049-9091,1938-2715,SAGE PUBLICATIONS INC
AMERICAN JOURNAL OF HUMAN BIOLOGY,1042-0533,1520-6300,WILEY
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,1537-6605,CELL PRESS
AMERICAN JOURNAL OF HYPERTENSION,0895-7061,1941-7225,OXFORD UNIV PRESS
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,0271-3586,1097-0274,WILEY
AMERICAN JOURNAL OF INFECTION CONTROL,0196-6553,1527-3296,MOSBY-ELSEVIER
AMERICAN JOURNAL OF KIDNEY DISEASES,0272-6386,1523-6838,W B SAUNDERS CO-ELSEVIER INC
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,1936-2692,MANAGED CARE & HEALTHCARE COMMUNICATIONS LLC
AMERICAN JOURNAL OF MATHEMATICS,0002-9327,1080-6377,JOHNS HOPKINS UNIV PRESS
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,1552-4825,1552-4833,WILEY
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,1552-4841,1552-485X,WILEY
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,1552-4868,1552-4876,WILEY
AMERICAN JOURNAL OF MEDICAL QUALITY,1062-8606,1555-824X,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF MEDICINE,0002-9343,1555-7162,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF NEPHROLOGY,0250-8095,1421-9670,KARGER
AMERICAN JOURNAL OF NEURORADIOLOGY,0195-6108,1936-959X,AMER SOC NEURORADIOLOGY
AMERICAN JOURNAL OF NURSING,0002-936X,1538-7488,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,0002-9378,1097-6868,MOSBY-ELSEVIER
AMERICAN JOURNAL OF OBSTETRICS & GYNECOLOGY MFM,2589-9333,2589-9333,ELSEVIER
AMERICAN JOURNAL OF OPHTHALMOLOGY,0002-9394,1879-1891,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,0889-5406,1097-6752,MOSBY-ELSEVIER
AMERICAN JOURNAL OF OTOLARYNGOLOGY,0196-0709,1532-818X,W B SAUNDERS CO-ELSEVIER INC
AMERICAN JOURNAL OF PATHOLOGY,0002-9440,1525-2191,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF PERINATOLOGY,0735-1631,1098-8785,THIEME MEDICAL PUBL INC
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,0002-9459,1553-6467,ELSEVIER
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,0894-9115,1537-7385,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF PHYSICS,0002-9505,1943-2909,AIP PUBLISHING
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,0363-6143,1522-1563,AMER PHYSIOLOGICAL SOC
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,0193-1849,1522-1555,AMER PHYSIOLOGICAL SOC
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,0193-1857,1522-1547,AMER PHYSIOLOGICAL SOC
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,0363-6135,1522-1539,AMER PHYSIOLOGICAL SOC
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,1040-0605,1522-1504,AMER PHYSIOLOGICAL SOC
AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY, INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,0363-6119,1522-1490
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,1931-857X,1522-1466,AMER PHYSIOLOGICAL SOC
AMERICAN JOURNAL OF POTATO RESEARCH,1099-209X,1874-9380,SPRINGER
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,0749-3797,1873-2607,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF PRIMATOLOGY,0275-2565,1098-2345,WILEY
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,1535-7228,"AMER PSYCHIATRIC PUBLISHING, INC"
AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,1541-0048,AMER PUBLIC HEALTH ASSOC INC
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,1046-7408,1600-0897,WILEY
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,1535-4970,AMER THORACIC SOC
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,1044-1549,1535-4989,AMER THORACIC SOC
AMERICAN JOURNAL OF RHINOLOGY & ALLERGY,1945-8924,1945-8932,SAGE PUBLICATIONS INC
AMERICAN JOURNAL OF ROENTGENOLOGY,0361-803X,1546-3141,AMER ROENTGEN RAY SOC
AMERICAN JOURNAL OF SCIENCE,0002-9599,1945-452X,AMER JOURNAL SCIENCE
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,1058-0360,1558-9110,AMER SPEECH-LANGUAGE-HEARING ASSOC
AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,1552-3365,SAGE PUBLICATIONS INC
AMERICAN JOURNAL OF SURGERY,0002-9610,1879-1883,EXCERPTA MEDICA INC-ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,1532-0979,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629,1538-2990,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF THERAPEUTICS,1075-2765,1536-3686,LIPPINCOTT WILLIAMS & WILKINS
AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH,1943-8141,1943-8141,E-CENTURY PUBLISHING CORP
AMERICAN JOURNAL OF TRANSPLANTATION,1600-6135,1600-6143,ELSEVIER SCIENCE INC
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,0002-9637,1476-1645,AMER SOC TROP MED & HYGIENE
AMERICAN JOURNAL OF VETERINARY RESEARCH,0002-9645,1943-5681,AMER VETERINARY MEDICAL ASSOC
AMERICAN MALACOLOGICAL BULLETIN,0740-2783,2162-2698,"AMER MALACOLOGICAL SOC, INC"
AMERICAN MATHEMATICAL MONTHLY,0002-9890,1930-0972,TAYLOR & FRANCIS INC
AMERICAN MINERALOGIST,0003-004X,1945-3027,MINERALOGICAL SOC AMER
AMERICAN MUSEUM NOVITATES,0003-0082,1937-352X,AMER MUSEUM NATURAL HISTORY
AMERICAN NATURALIST,0003-0147,1537-5323,UNIV CHICAGO PRESS
AMERICAN SCIENTIST,0003-0996,1545-2786,SIGMA XI-SCI RES SOC
AMERICAN STATISTICIAN,0003-1305,1537-2731,TAYLOR & FRANCIS INC
AMERICAN SURGEON,0003-1348,1555-9823,SAGE PUBLICATIONS INC
AMINO ACIDS,0939-4451,1438-2199,SPRINGER WIEN
AMPHIBIAN & REPTILE CONSERVATION,1083-446X,1525-9153,AMPHIBIAN CONSERVATION RESEARCH CENTER & LAB
AMPHIBIA-REPTILIA,0173-5373,1568-5381,BRILL
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,1350-6129,1744-2818,TAYLOR & FRANCIS LTD
AMYOTROPHIC LATERAL SCLEROSIS AND FRONTOTEMPORAL DEGENERATION,2167-8421,2167-9223,TAYLOR & FRANCIS LTD
ANAEROBE,1075-9964,1095-8274,ELSEVIER SCI LTD
ANAESTHESIA,0003-2409,1365-2044,WILEY
ANAESTHESIA AND INTENSIVE CARE,0310-057X,1448-0271,SAGE PUBLICATIONS LTD
ANAESTHESIA CRITICAL CARE & PAIN MEDICINE,2352-5568,2352-5568,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER
ANAESTHESIOLOGIE,2731-6858,2731-6866,SPRINGER HEIDELBERG
ANAIS BRASILEIROS DE DERMATOLOGIA,0365-0596,1806-4841,ELSEVIER SCIENCE INC
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,0001-3765,1678-2690,ACAD BRASILEIRA DE CIENCIAS
ANALELE STIINTIFICE ALE UNIVERSITATII OVIDIUS CONSTANTA-SERIA MATEMATICA,1224-1784,1844-0835,OVIDIUS UNIV PRESS
ANALES DEL JARDIN BOTANICO DE MADRID,0211-1322,1988-3196,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC
ANALES DEL SISTEMA SANITARIO DE NAVARRA,1137-6627,2340-3527,GOBIERNO DE NAVARRA
ANALES DE PEDIATRIA,1695-4033,1695-9531,EDICIONES DOYMA S A
ANALES DE PSICOLOGIA,0212-9728,1695-2294,UNIV MURCIA
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,0925-1030,1573-1979,SPRINGER
ANALYSIS AND APPLICATIONS,0219-5305,1793-6861,WORLD SCIENTIFIC PUBL CO PTE LTD
ANALYSIS AND GEOMETRY IN METRIC SPACES,2299-3274,2299-3274,DE GRUYTER POLAND SP Z O O
ANALYSIS AND MATHEMATICAL PHYSICS,1664-2368,1664-235X,SPRINGER BASEL AG
ANALYSIS MATHEMATICA,0133-3852,1588-273X,SPRINGER INT PUBL AG
ANALYSIS & PDE,2157-5045,1948-206X,MATHEMATICAL SCIENCE PUBL
ANALYST,0003-2654,1364-5528,ROYAL SOC CHEMISTRY
ANALYTICA CHIMICA ACTA,0003-2670,1873-4324,ELSEVIER
